192.168.54.1,22,root
192.168.54.8,22,root
192.168.54.9,22,root
192.168.54.10,22,root
8.217.147.132,22,root
104.128.93.159,5419,root
hk.ddns.ttc.icu,22,admin
hk-home-ac86u.asuscomm.com,22,admin
